address,roll_number,year_of_sale,month_of_sale,sale_price,longitude,latitude
194 PENTLAND ST,4002297300,2016,9,"$200,000",-97.072557,49.951975
109 SUMMERFIELD WAY,4002045300,2016,9,"$331,000",-97.070916,49.949705
22 TRANQUILITY COVE,4002066000,2016,9,"$262,500",-97.072923,49.948514
19 ALFRED PENNER BAY,4003291600,2016,9,"$460,000",-97.0453928,49.9414002
50 ARBOR GROVE,4003218800,2016,9,"$350,000",-97.0514064,49.9414767
15 JASPER PL,4006704800,2016,9,"$351,000",-97.0467507,49.9376552
131 JIM SMITH DR,4003031600,2016,9,"$253,500",-97.0567019,49.9349158
1075 MCIVOR AVE,4003327900,2016,9,"$420,000",-97.0405246,49.9387183
7 MIRAMONTE COVE,4007195000,2016,9,"$481,000",-97.0449077,49.9478294
18 MITCHELSON WAY,4003623000,2016,9,"$409,000",-97.0430155,49.9430743
14 REGATTA RD,4006870500,2016,9,"$280,000",-97.0548578,49.9403004
119 SAGE WOOD AVE,4006766400,2016,9,"$226,500",-97.0468228,49.935206
39 RED OAK DR,4005302600,2016,9,"$222,000",-97.0577617,49.9290464
11 AMELIA CRES,4006502800,2016,9,"$196,500",-97.0677658,49.9264741
51 DAMPSY CRES,4002500100,2016,9,"$279,000",-97.064629,49.9211533
75 LEMMEN DR,4005153200,2016,9,"$282,000",-97.0621574,49.9204593
891 LOUELDA ST,4005126200,2016,9,"$220,000",-97.0639458,49.919827
57 RUDOLPH BAY,2062728000,2016,9,"$246,000",-97.061591,49.91584
28 WERRELL CRES,4006476600,2016,9,"$180,000",-97.0547932,49.9217534
552 DUNROBIN AVE,2011671000,2016,9,"$267,900",-97.0874104,49.9239447
630 GREENE AVE,2022058000,2016,9,"$230,000",-97.0818945,49.9254494
305 HELMSDALE AVE,2011499000,2016,9,"$278,000",-97.098304,49.927041
265 LINDEN AVE,2021181000,2016,9,"$174,500",-97.0969503,49.9300097
336 LINDEN AVE,2021022500,2016,9,"$335,000",-97.0939267,49.9286257
685 LINDEN AVE,2022083000,2016,9,"$326,000",-97.0795968,49.9242621
456 OAKVIEW AVE,2020411000,2016,9,"$267,500",-97.091693,49.926198
631 MELROSE AVE W,9005510000,2016,9,"$238,631",-97.021705,49.8946278
229 PANDORA AVE E,9000100500,2016,9,"$200,000",-96.998374,49.893653
736 REGENT AVE W,9005524600,2016,9,"$215,000",-97.025056,49.894936
600 BOND ST,9000783500,2016,9,"$305,300",-97.0052181,49.8976654
704 BOND ST,9000901500,2016,9,"$250,000",-97.0052493,49.8986414
900 BOND ST,9001090000,2016,9,"$225,000",-97.0052524,49.9000159
306 KILDARE AVE W,9001073000,2016,9,"$239,000",-97.0087164,49.9005228
206 RAVELSTON AVE W,9010473850,2016,9,"$259,900",-97.0061293,49.8974944
731 RAVELSTON AVE W,9005361500,2016,9,"$265,000",-97.0232551,49.8978472
440 WHITTIER AVE W,9001035500,2016,9,"$255,000",-97.0153502,49.8997343
314 WINONA ST,9000378000,2016,9,"$254,900",-97.0076564,49.8956273
407 YALE AVE W,9000614000,2016,9,"$174,900",-97.0128025,49.8969341
806 DAY ST,9000975400,2016,9,"$275,000",-97.0022317,49.8995059
413 REGENT AVE E,9000444000,2016,9,"$298,000",-96.99461,49.895376
561 REGENT AVE E,9000451600,2016,9,"$220,000",-96.989127,49.8954049
602 ROANOKE ST,9000753000,2016,9,"$206,000",-96.995474,49.8977871
508 ROSSEAU AVE E,9000743000,2016,9,"$238,000",-96.992573,49.8981216
228 VICTORIA AVE E,9000429500,2016,9,"$206,000",-96.9983026,49.8957628
9 BERWYN BAY,9005703000,2016,9,"$230,000",-97.0189242,49.9038612
1005 DAY ST,9004371500,2016,9,"$250,000",-97.0030082,49.9011306
107 RALPH AVE W,9004418700,2016,9,"$220,000",-97.0034292,49.9025076
137 THOM AVE W,9004858600,2016,9,"$200,000",-97.0046932,49.9071771
18 LAURENTIA BAY,9001542500,2016,9,"$278,000",-96.983182,49.8952458
59 SARK CRES,9001537500,2016,9,"$269,000",-96.9813005,49.8937445
6 ST MARTIN BLVD,9002465000,2016,9,"$296,000",-96.9883558,49.9030401
315 THOM AVE E,9002238000,2016,9,"$292,000",-96.996685,49.907265
19 BILL LARKIN LANE,9010455100,2016,9,"$371,595.60",-96.9745515,49.8959859
8 CHADWICK CRES,9010037600,2016,9,"$269,900",-96.960727,49.9003701
88 CHADWICK CRES,9010307800,2016,9,"$355,000",-96.9616106,49.8987779
140 CHADWICK CRES,9010332900,2016,9,"$353,000",-96.9633375,49.8983497
2 CHAUCER PL,9003911700,2016,9,"$280,000",-96.979308,49.901388
2 CORLISS CRES,9010105600,2016,9,"$310,000",-96.9681219,49.902152
78 ED GOLDING BAY,9010416100,2016,9,"$417,000",-96.9721967,49.8937368
354 EDMUND GALE DR,9010409500,2016,9,"$357,000",-96.9709012,49.8952346
16 GABLES CRT,9003973100,2016,9,"$203,000",-96.9767089,49.9012828
239 GEORGE MARSHALL WAY,9001777000,2016,9,"$275,900",-96.9727737,49.8987195
52 HILEY BAY,9010427900,2016,9,"$447,000",-96.9749433,49.8937359
1186 KILDARE AVE E,9010028200,2016,9,"$270,000",-96.9676066,49.9004704
52 LOPUCK BAY,9010302500,2016,9,"$395,000",-96.9683341,49.897067
43 MURRAY ROUGEAU CRES,9010450300,2016,9,"$356,587.10",-96.9768387,49.8964181
79 NORTHCLIFFE DR,9010078400,2016,9,"$260,000",-96.971317,49.907148
171 NORTHCLIFFE DR,9010083000,2016,9,"$275,000",-96.9683932,49.9078202
203 NORTHCLIFFE DR,9010084600,2016,9,"$271,000",-96.967871,49.907171
99 PETER SOSIAK BAY,9010286700,2016,9,"$354,900",-96.9707167,49.8967008
224 RAVENHURST ST,9010473695,2016,9,"$303,976",-96.9686952,49.8945343
15 ROMANCE LANE,9010382300,2016,9,"$410,000",-96.9667031,49.8950187
15 BLOSTEIN BAY,9006195200,2016,9,"$295,000",-97.02363,49.9131087
34 CULROSS BAY,9005945400,2016,9,"$302,000",-97.0152797,49.909834
67 KILDONAN MEADOW DR,4004976000,2016,9,"$278,000",-97.0286705,49.9031489
114 KILDONAN MEADOW DR,4005027700,2016,9,"$387,500",-97.0303788,49.9024016
253 KILDONAN MEADOW DR,4004931000,2016,9,"$403,000",-97.0308104,49.9078969
35 LYNN LAKE DR,9006208900,2016,9,"$225,000",-97.01511,49.911673
47 SUNWAY AVE,4004890400,2016,9,"$235,000",-97.0335292,49.9048245
78 TYCHONICK BAY,4007165100,2016,9,"$409,900",-97.0334299,49.912795
67 ATWOOD ST,9007304300,2016,9,"$365,000",-97.0318496,49.8916397
135 BALABAN PL,9007495200,2016,9,"$242,500",-97.0590611,49.8930541
194 CEDARGROVE CRES,9007371800,2016,9,"$269,000",-97.032211,49.889042
2 HATCHER RD,9007863800,2016,9,"$288,000",-97.0421482,49.8894602
2 PETER GLACKEN PL,9010459000,2016,9,"$380,000",-97.0306957,49.8917574
79 RIZZUTO BAY,9007175500,2016,9,"$289,900",-97.0526105,49.8919997
3 SIMS CRES,9007260000,2016,9,"$324,000",-97.040496,49.8926169
449 ALMEY AVE,4003862500,2016,9,"$394,900",-97.0548816,49.9020364
90 ANGELA EVERTS DR,4007253170,2016,9,"$423,677.60",-97.0485879,49.9092497
93 ANGELA EVERTS DR,4007253625,2016,9,"$417,386",-97.048483,49.90924
10 CHELSTON GATE,4007255205,2016,9,"$295,232.60",-97.0450085,49.9008828
95 LARRY VICKAR DR E,4007254820,2016,9,"$389,910",-97.0432104,49.9006007
89 LARRY VICKAR DR W,4007255330,2016,9,"$368,845",-97.0463144,49.9022866
14 MANASTYRSKY COVE,4007256000,2016,9,"$432,495",-97.0543814,49.905111
129 MARGARET SWANN DR,4007256145,2016,9,"$442,853.80",-97.051646,49.9048418
227 PHILIP LEE DR,4007253420,2016,9,"$403,607.10",-97.0489829,49.9110274
231 PHILIP LEE DR,4007253425,2016,9,"$403,607.10",-97.0488014,49.9110568
35 STEVE MYMKO DR,4007255645,2016,9,"$379,175.80",-97.0465411,49.9002661
35 AL THOMPSON DR,4007076800,2016,9,"$375,000",-97.0461073,49.9179777
71 BRUNKA PL,4007237000,2016,9,"$485,000",-97.0428264,49.9149559
7 CLAUDE MONGEAU PL,4007254520,2016,9,"$419,222",-97.0447576,49.9162728
1518 CONCORDIA AVE E,4007088000,2016,9,"$340,000",-97.041702,49.916414
19 GOLIS BAY,4007143600,2016,9,"$393,000",-97.0407932,49.9164908
406 GRASSIE BLVD,4006926600,2016,9,"$284,900",-97.0440139,49.9221686
377 JACQUES AVE,4006123600,2016,9,"$345,000",-97.0393951,49.9236567
38 ROBERT BLAIKIE PL,4007117400,2016,9,"$425,000",-97.0481865,49.91592
142 RUTLEDGE CRES,4006939600,2016,9,"$357,500",-97.0441733,49.9192219
127 MCFADDEN AVE,9008170000,2016,9,"$331,500",-96.9991862,49.8847243
46 SHADY SHORES DR W,6093388400,2016,9,"$295,000",-97.0359706,49.8846315
649 ELIZABETH RD,6023804800,2016,8,"$185,000",-97.0903557,49.8712274
99 AVALON RD,8004536600,2016,8,"$286,000",-97.1207062,49.8274957
22 BLACKMORE AVE,8004645900,2016,8,"$330,000",-97.1379904,49.8207657
54 BLUE SPRUCE CRES,8004801200,2016,8,"$298,000",-97.1283911,49.8232058
94 RAVINE DR,8008121600,2016,8,"$805,000",-97.13737,49.815824
8 RIVERBEND AVE,8005048900,2016,8,"$265,000",-97.1153174,49.8239306
27 RIVERBEND AVE,8005042500,2016,8,"$281,000",-97.1164862,49.8240194
63 RIVERBEND AVE,8004856800,2016,8,"$280,000",-97.1204088,49.8231753
35 ST GERMAIN ST,8004637600,2016,8,"$368,000",-97.1342452,49.8200528
31 WOODLAWN AVE,8005003300,2016,8,"$345,000",-97.1166183,49.8229668
156 WOODLAWN AVE,8004969700,2016,8,"$292,000",-97.1278361,49.8186605
165 WOODLAWN AVE,8004943300,2016,8,"$270,000",-97.1287695,49.8188038
87 BARRINGTON AVE,8003375300,2016,8,"$294,500",-97.1193451,49.8396331
20 CABOT CRES,8003569500,2016,8,"$325,000",-97.1235141,49.8348359
37 CABOT CRES,8003590000,2016,8,"$355,000",-97.12409,49.8341576
190 PARKVILLE DR,8003981200,2016,8,"$307,500",-97.1280734,49.8315817
27 RIVER RD,8003389800,2016,8,"$240,000",-97.1280107,49.8354127
49 RIVER RD,8003605500,2016,8,"$307,100",-97.1276916,49.8336142
119 ST MICHAEL RD,8004050400,2016,8,"$215,000",-97.1255971,49.8294844
21 TRITON BAY,8003619500,2016,8,"$391,000",-97.126608,49.8348462
54 WEAVER BAY,8003992200,2016,8,"$285,000",-97.1213246,49.8330824
131 ST VITAL RD,8002866000,2016,8,"$229,900",-97.124154,49.8388909
330 VICTORIA CRES,8002870300,2016,8,"$475,000",-97.1276295,49.8384799
41 NAKOMIS BAY,8005082800,2016,8,"$330,000",-97.1116715,49.8231104
160 WOODYDELL AVE,8005153600,2016,8,"$260,000",-97.1056876,49.82388
16 ALMOND BAY,6021800000,2016,8,"$287,000",-97.085777,49.868937
34 ARUNDEL RD,6021433000,2016,8,"$254,900",-97.0893027,49.869553
935 AUTUMNWOOD DR,6023247000,2016,8,"$255,000",-97.0779345,49.8667714
1100 BETOURNAY ST,6044626000,2016,8,"$287,000",-97.0689101,49.8648913
7 BIRCH BAY,6021538000,2016,8,"$248,800",-97.08258,49.8614625
42 BITTERSWEET BAY,6021586000,2016,8,"$260,000",-97.0834088,49.8623764
49 BLACKBERRY BAY,6021642000,2016,8,"$289,000",-97.0841059,49.8647455
55 BLACKBERRY BAY,6021639000,2016,8,"$322,600",-97.0848617,49.8645786
39 BRIARWOOD RD,6022068000,2016,8,"$245,000",-97.0847665,49.8604443
9 BURNING BUSH BAY,6021612000,2016,8,"$260,000",-97.0841734,49.8644198
32 CORAL CRES,6022944000,2016,8,"$250,000",-97.0814089,49.858399
263 DUSSAULT AVE,6042895000,2016,8,"$225,000",-97.068712,49.864401
1014 ELIZABETH RD,6020143000,2016,8,"$217,500",-97.074462,49.8708029
15 FLEURY PL,6022442000,2016,8,"$263,500",-97.0804689,49.8689589
35 HALLIDAY BAY,6022886700,2016,8,"$299,900",-97.07132,49.8658494
29 HEATHER RD,6023191000,2016,8,"$270,000",-97.0762885,49.8679575
9 JUBINVILLE BAY,6042856000,2016,8,"$217,000",-97.071364,49.8644398
23 LOCHMOOR AVE,6044498000,2016,8,"$266,500",-97.059213,49.8607204
69 LOMOND BLVD,6044480000,2016,8,"$352,600",-97.0587196,49.8599466
15 MAYWOOD RD,6043345000,2016,8,"$270,015",-97.066811,49.8600153
39 MONACO BAY,6043281000,2016,8,"$185,000",-97.0679195,49.8596662
1305 PATERSON ST,6044487000,2016,8,"$335,200",-97.0573141,49.8595099
23 PENTICTON BAY,6044283000,2016,8,"$263,000",-97.0632064,49.8568794
137 MARINE DR,8021132000,2016,8,"$547,500",-97.1227632,49.8043534
27 MARVAN COVE,8021122800,2016,8,"$800,000",-97.1207192,49.8056238
143 REDVIEW DR,8006030000,2016,8,"$490,000",-97.1182867,49.8020188
46 VAN HULL WAY,8006012600,2016,8,"$550,000",-97.1169223,49.8056769
7 ACTON PL,8007928200,2016,8,"$347,000",-97.1010615,49.8083388
27 ALDGATE RD,8008016300,2016,8,"$316,000",-97.1120631,49.8012372
105 ALDGATE RD,8008003700,2016,8,"$312,500",-97.1110535,49.799412
66 BOONE PL,8021090200,2016,8,"$498,900",-97.1030817,49.80195
50 BRITANNICA RD,8007503000,2016,8,"$292,500",-97.1094024,49.8147343
69 BRITANNICA RD,8007121100,2016,8,"$327,900",-97.1080089,49.8147396
61 BURLAND AVE,8007799000,2016,8,"$283,000",-97.1130498,49.8023812
35 COTTER CIR,8021053300,2016,8,"$390,000",-97.1005142,49.8024289
15 FARNSWORTH CRES,8021111300,2016,8,"$458,000",-97.1066401,49.7994826
97 GOBERT CRES,8007996700,2016,8,"$341,000",-97.112404,49.799091
200 JOHN FORSYTH RD,8007934400,2016,8,"$285,000",-97.1000964,49.809643
249 JOHN FORSYTH RD,8006091500,2016,8,"$320,000",-97.0994924,49.8084351
46 LONGFORD AVE,8006132800,2016,8,"$290,000",-97.1106229,49.8095183
111 MALMSBURY AVE,8007754400,2016,8,"$312,000",-97.1088397,49.8060135
27 NAULT CIR,8021044000,2016,8,"$470,000",-97.0978006,49.8031176
298 NOVAVISTA DR,8005556700,2016,8,"$245,000",-97.1015381,49.8222469
3 PADDINGTON RD,8007283100,2016,8,"$305,000",-97.0984966,49.8159264
28 PADDINGTON RD,8007288300,2016,8,"$285,000",-97.0992485,49.8151573
448 PADDINGTON RD,8007636200,2016,8,"$235,000",-97.1067183,49.8083613
51 POITRAS PL,8006021600,2016,8,"$360,000",-97.1149514,49.8034122
10 VERMETTE PL,8007991700,2016,8,"$392,000",-97.1138387,49.7993009
327 ABBOTSFIELD DR,8020964200,2016,8,"$405,000",-97.0785186,49.8138888
820 ASHWORTH ST S,8021018400,2016,8,"$380,000",-97.0831515,49.8107626
353 ASHWORTH ST,8007862200,2016,8,"$310,000",-97.0900514,49.8233132
52 BAISINGER DR,8008361700,2016,8,"$412,000",-97.0882016,49.8128227
72 BAISINGER DR,8008360700,2016,8,"$525,000",-97.089043,49.8123092
2 CLERKENWELL BAY,8008160200,2016,8,"$386,000",-97.0869263,49.8057924
3 COTSWOLD PL,8081220135,2016,8,"$422,611.50",-97.0780878,49.8079046
11 COTSWOLD PL,8081220145,2016,8,"$464,761.90",-97.0778095,49.8078348
118 EVERDEN RD,8007403000,2016,8,"$370,000",-97.0869151,49.8124597
162 FULTON ST,8006872000,2016,8,"$407,500",-97.0824749,49.8132137
191 FULTON ST,8020944000,2016,8,"$377,900",-97.083227,49.8124447
39 HOBART PL,8006596800,2016,8,"$317,600",-97.0911687,49.8230037
91 JULIA RD,8020946900,2016,8,"$380,900",-97.080434,49.8130174
19 LYONSGATE COVE,8021036700,2016,8,"$465,000",-97.0775252,49.8115488
474 NOVAVISTA DR,8005433700,2016,8,"$263,000",-97.0938417,49.8238742
514 NOVAVISTA DR,8005435700,2016,8,"$300,000",-97.0925383,49.8242855
36 POLYDORE RD,8006680000,2016,8,"$260,000",-97.095764,49.822105
176 QUEENSBURY BAY,8008025400,2016,8,"$360,000",-97.0935041,49.816273
192 QUEENSBURY BAY,8008024600,2016,8,"$347,600",-97.0943335,49.8164047
218 RAVENSDEN DR,8081221460,2016,8,"$373,091",-97.0746936,49.8076949
281 RAVENSDEN DR,8081221195,2016,8,"$337,025",-97.0762852,49.8078639
10 SAND LILY DR,8006569800,2016,8,"$305,000",-97.0849272,49.8194752
11 SHELDON DR,8008093500,2016,8,"$293,000",-97.0851644,49.8207819
51 TURNHAM DR,8007840400,2016,8,"$325,500",-97.087251,49.8249009
34 UPAVON RD,8081217825,2016,8,"$438,781.40",-97.0843903,49.8045281
77 WAINWRIGHT CRES,8081220120,2016,8,"$397,138.90",-97.078218,49.8073484
43 WINTERHAVEN DR,8007559100,2016,8,"$435,000",-97.0851298,49.8088843
79 WINTERHAVEN DR,8020916500,2016,8,"$465,000",-97.0833502,49.8089833
44 BLUESTEM COVE,6002410400,2016,8,"$410,000",-97.0396936,49.852425
46 LINMAR WAY,6002301500,2016,8,"$335,000",-97.0465095,49.8541802
131 LINMAR WAY,6002298500,2016,8,"$380,000",-97.0472438,49.8535326
230 ROYAL MINT DR,6002312400,2016,8,"$355,000",-97.0450033,49.8490677
1509 FORBES RD,8006616000,2016,8,"$685,000",-97.072047,49.7892582
84 FRASER RD,8007025200,2016,8,"$556,000",-97.135769,49.760392
72 PHIL-CHRIS WAY,8006075400,2016,8,"$560,000",-97.053607,49.805302
1670 ST ANNE'S RD,8006487000,2016,8,"$560,000",-97.066123,49.7976389
31 CHEROKEE BAY,6021227000,2016,8,"$320,000",-97.088635,49.85931
33 ABINGTON RD,6008171800,2016,8,"$295,000",-97.0785487,49.8423554
18 FARNHAM RD,6006963000,2016,8,"$292,444",-97.0815106,49.844367
863 BEAVERHILL BLVD,6007511000,2016,8,"$355,800",-97.0644918,49.8480197
7 BROOKHAVEN BAY,6006167000,2016,8,"$270,000",-97.0787213,49.8516909
14 BURNTWOOD CRES,6007153000,2016,8,"$345,000",-97.0749085,49.8456551
3 BURSILL RD,6008073500,2016,8,"$425,000",-97.058819,49.846329
216 CLIFFWOOD DR,6008143000,2016,8,"$412,000",-97.0540493,49.8451209
26 EDGEWATER DR,6006334000,2016,8,"$403,151",-97.0762219,49.8502765
7 LAKEMERE PL,6006480000,2016,8,"$385,000",-97.0760239,49.8524587
92 NEWCROFT RD,6008125600,2016,8,"$347,500",-97.0546637,49.843898
27 OSPREY PL,6006220000,2016,8,"$266,000",-97.0807974,49.8502376
124 PARK GROVE DR,6007977000,2016,8,"$550,000",-97.0685284,49.8458442
129 PARK GROVE DR,6008012000,2016,8,"$352,900",-97.0691969,49.8461248
34 SHOREVIEW BAY,6007432000,2016,8,"$347,500",-97.0623414,49.8477894
6 TAMARAC BAY,6007037000,2016,8,"$320,000",-97.0761897,49.8469831
34 BAPTISTE TOUROND RD,6093303400,2016,8,"$415,000",-97.0295269,49.8315358
26 BLUE SUN DR,6093249600,2016,8,"$490,000",-97.0379137,49.8322023
23 BURNING GLASS RD,6093332700,2016,8,"$356,000",-97.0457139,49.831291
75 DIAMOND DUST DR,6093460820,2016,8,"$458,955",-97.0281412,49.8367932
42 DRAGONFLY CRT,6093294400,2016,8,"$435,000",-97.030301,49.8334721
90 DRAGONFLY CRT,6093292700,2016,8,"$419,999",-97.028051,49.8331584
98 DRAGONFLY CRT,6093292500,2016,8,"$529,000",-97.0276761,49.8331083
61 EAST PLAINS DR,6093461865,2016,8,"$580,567",-97.0291275,49.8375153
31 FISETTE PL,6093441900,2016,8,"$432,000",-97.0284889,49.8275531
66 JOHN PELLAND RD,6093460515,2016,8,"$385,100",-97.030674,49.8354539
67 JOHN PELLAND RD,6093460610,2016,8,"$476,095.20",-97.0299983,49.8355762
71 JOHN PELLAND RD,6093460605,2016,8,"$495,084",-97.0301588,49.835706
146 MOONBEAM WAY,6093299000,2016,8,"$419,900",-97.0278826,49.8327951
55 PELICAN PT,6093439800,2016,8,"$518,155.90",-97.0332355,49.8261144
23 PINTAIL PT,6093460930,2016,8,"$387,500",-97.0280244,49.8360898
26 PINTAIL PT,6093460970,2016,8,"$456,032",-97.0278654,49.8357049
10 PURPLE SAGE CRES,6093396900,2016,8,"$435,000",-97.029663,49.8293961
98 RAIN SHADOW BAY,6093461195,2016,8,"$397,100",-97.0286656,49.8343791
106 RAIN SHADOW BAY,6093461205,2016,8,"$422,735",-97.0290336,49.8343198
310 SAGE CREEK BLVD,6093263900,2016,8,"$375,000",-97.034577,49.832915
182 TALLGRASS CRES,6093172400,2016,8,"$372,000",-97.0403454,49.8283986
225 TALLGRASS CRES,6093175300,2016,8,"$425,000",-97.0416789,49.8283576
48 VIREO LANE,6093336500,2016,8,"$580,000",-97.0329805,49.836995
59 WOOD SAGE CRES,6093220000,2016,8,"$880,000",-97.0455857,49.8296462
38 ASHWORTH ST,8006195500,2016,8,"$290,000",-97.0990746,49.8330039
195 ASHWORTH ST,8006727500,2016,8,"$281,123",-97.0938286,49.827621
34 GASCON RD,8005034600,2016,8,"$295,000",-97.0928562,49.8296893
31 GRANBY BAY,8005327400,2016,8,"$290,000",-97.0918993,49.8308327
222 GREENWOOD AVE,8005215000,2016,8,"$307,000",-97.1029324,49.8265801
112 HAWKINS CRES,8005593900,2016,8,"$311,000",-97.0972121,49.8248424
72 HOMEWOOD DR,8004556200,2016,8,"$335,000",-97.1040301,49.8324988
341 MEADOWOOD DR,8004892900,2016,8,"$253,500",-97.1016424,49.8299536
623 NOVAVISTA DR,8005453800,2016,8,"$270,000",-97.08941,49.825926
26 WHITLEY DR,8005598800,2016,8,"$270,000",-97.100133,49.8241248
487 WOODYDELL AVE,8005337800,2016,8,"$250,000",-97.0900198,49.8297026
60 BRASWELL BAY,6092922600,2016,8,"$436,000",-97.0749482,49.8327549
84 BRASWELL BAY,6092922000,2016,8,"$395,500",-97.0739074,49.8325775
36 EASTOAK DR,6093146600,2016,8,"$1,100,000",-97.0748767,49.8268336
114 EDENWOOD PL,6093204500,2016,8,"$605,000",-97.0811372,49.831914
50 HARDMAN CRT,6093067000,2016,8,"$522,900",-97.080464,49.8328994
61 HIGH RIDGE RD,6005031200,2016,8,"$365,000",-97.0782338,49.8398662
23 STONECOURT PL,6092996700,2016,8,"$528,000",-97.073491,49.8236043
75 TASCONA RD,6093391600,2016,8,"$407,322.50",-97.0734771,49.8310909
3 WATERTON DR,6093083000,2016,8,"$692,000",-97.07575,49.8216987
58 BOISSELLE BAY,6003945000,2016,8,"$362,500",-97.0651288,49.8335158
32 CAMIRANT CRES,6004065600,2016,8,"$393,000",-97.05754,49.8320508
160 CAMIRANT CRES,6004105400,2016,8,"$365,000",-97.0543047,49.8326499
224 DOCKSIDE WAY,6092959600,2016,8,"$430,000",-97.0595721,49.8303994
71 GULL WING BAY,6004076400,2016,8,"$425,000",-97.0601704,49.8353855
27 HACAULT PL,6093092500,2016,8,"$424,000",-97.0687611,49.8313253
23 TREASURE COVE,6002465200,2016,8,"$386,500",-97.0509498,49.8293996
46 WATERFRONT RD,6002894000,2016,8,"$420,000",-97.0627723,49.8388025
458 DUMOULIN ST,6051066000,2016,8,"$228,500",-97.108979,49.8963821
514 AULNEAU ST,6070242000,2016,8,"$385,000",-97.1185237,49.888767
379 CABANA PL,6061341000,2016,8,"$314,900",-97.1106229,49.8893635
546 DE LA MORENIE ST,6070417000,2016,8,"$212,000",-97.1130602,49.8901163
380 ENFIELD CRES,6081361000,2016,8,"$262,500",-97.1132246,49.8842925
511 RITCHOT ST,6070309000,2016,8,"$440,000",-97.1163502,49.8888605
445 ST JEAN BAPTISTE ST,6070744000,2016,8,"$512,000",-97.1145364,49.8866041
513 ST JEAN BAPTISTE ST,6070353000,2016,8,"$240,500",-97.114934,49.888955
369 YOUVILLE ST,6081586000,2016,8,"$309,900",-97.1083633,49.8842752
543 ST CATHERINE ST,6030930000,2016,8,"$199,000",-97.1009593,49.8805172
580 ST CATHERINE ST,6031023000,2016,8,"$235,000",-97.0989734,49.8801631
544 TREMBLAY ST,6031059100,2016,8,"$258,000",-97.1009539,49.8793113
33 ELM PARK RD,8001022500,2016,8,"$223,750",-97.11533,49.857173
86 ELM PARK RD,8001259500,2016,8,"$274,900",-97.1196121,49.8552498
98 ELM PARK RD,8001256500,2016,8,"$272,000",-97.1207208,49.8549002
19 GLENLAWN AVE,8001501000,2016,8,"$315,000",-97.1133571,49.8541878
18 KINGSTON ROW,8000985000,2016,8,"$330,000",-97.113931,49.8589657
95 SPRINGSIDE DR,8001434500,2016,8,"$280,000",-97.1178397,49.8545551
724 ST MARY'S RD,8001478000,2016,8,"$230,000",-97.1125221,49.855571
54 SUNSET BLVD,8001485000,2016,8,"$405,000",-97.1151152,49.8540394
65 SUNSET BLVD,8001466500,2016,8,"$230,900",-97.1160985,49.8541799
148 BANK AVE,8001388000,2016,8,"$270,000",-97.0995227,49.8615593
117 DUNRAVEN AVE,8000400000,2016,8,"$278,000",-97.103627,49.8674
105 EGERTON RD,8000427500,2016,8,"$318,000",-97.1023797,49.8685695
225 EGERTON RD,8000882500,2016,8,"$582,000",-97.0982834,49.8645999
285 EGERTON RD,8001392500,2016,8,"$380,000",-97.0979198,49.8623712
34 ESSEX AVE,8000276000,2016,8,"$162,800",-97.1087156,49.8677782
86 ESSEX AVE,8000352500,2016,8,"$185,000",-97.1061837,49.8686172
77 GUAY AVE,8000103500,2016,8,"$175,000",-97.1076146,49.8719063
37 HARROWBY AVE,8021251100,2016,8,"$300,000",-97.1088611,49.8664227
287 REGAL AVE,8001696000,2016,8,"$325,000",-97.10481,49.858511
45 STRANMILLIS AVE,8000599000,2016,8,"$237,000",-97.1073491,49.8635608
95 STRANMILLIS AVE,8081222280,2016,8,"$280,910.80",-97.10913,49.8629166
77 CLAYTON DR,8002786500,2016,8,"$230,000",-97.0961807,49.8489733
30 GLEN AVE,8002058000,2016,8,"$249,900",-97.1148125,49.8504811
21 OUSTIC AVE W,8003756500,2016,8,"$265,000",-97.1139878,49.8407263
830 ST MARY'S RD,8002085500,2016,8,"$269,900",-97.1128593,49.8488731
83 BRISTOL AVE,6080983000,2016,8,"$263,500",-97.1087599,49.8743832
303 EUGENIE ST,6080410000,2016,8,"$220,000",-97.1136421,49.8801903
389 EUGENIE ST,6081470000,2016,8,"$295,000",-97.1091041,49.880208
67 HILLCREST AVE,6081242000,2016,8,"$135,000",-97.1148443,49.8737033
282 HORACE ST,6075134000,2016,8,"$250,000",-97.1148537,49.8805883
445 HORACE ST,6081446000,2016,8,"$260,000",-97.105994,49.881449
136 KITSON ST,6091032000,2016,8,"$295,000",-97.1224196,49.878582
199 ROGER ST,6081654000,2016,8,"$189,900",-97.1187825,49.8763632
267 ST MARY'S RD,6081803000,2016,8,"$185,000",-97.1160898,49.8740388
106 BIRCHDALE AVE,6090140000,2016,8,"$350,000",-97.1297925,49.8749239
161 FERNDALE AVE,6090258000,2016,8,"$309,000",-97.1275699,49.8767898
37 LAWNDALE AVE,6090128000,2016,8,"$470,100",-97.1292298,49.872707
102 MONCK AVE,6090535000,2016,8,"$346,500",-97.1242246,49.8746236
47 BERRYDALE AVE,8002995000,2016,8,"$255,000",-97.109401,49.843286
93 FERNWOOD AVE,8002366000,2016,8,"$285,000",-97.1077043,49.8493909
199 HAVELOCK AVE,8002681500,2016,8,"$285,000",-97.1015321,49.8486448
87 LENNOX AVE,8002229000,2016,8,"$317,000",-97.1068843,49.8504862
164 PORTLAND AVE,8002694500,2016,8,"$250,000",-97.1038994,49.8465704
